"age","m_f","ritmo_promedio_30k","official_time_min"
28,"F",4.06277777777778,193.566666666667
48,"M",4.59222222222222,193.566666666667
26,"M",4.56166666666667,193.566666666667
36,"M",4.06777777777778,193.566666666667
44,"M",4.50333333333333,193.583333333333
48,"M",4.54944444444444,193.583333333333
24,"F",4.52666666666667,193.583333333333
44,"F",4.52722222222222,193.583333333333
26,"M",4.47944444444444,193.583333333333
35,"F",4.57388888888889,193.583333333333
37,"F",4.61111111111111,193.583333333333
32,"F",4.48,193.6
44,"M",4.54444444444445,193.6
44,"M",4.51222222222222,193.6
49,"M",4.54666666666667,193.6
25,"F",4.35666666666667,193.616666666667
34,"M",4.36166666666667,193.616666666667
29,"F",4.64944444444444,193.633333333333
37,"M",4.47944444444444,193.633333333333
49,"M",4.48055555555556,193.633333333333
53,"M",4.48666666666667,193.633333333333
33,"F",4.47611111111111,193.633333333333
43,"M",4.42611111111111,193.65
24,"F",4.57555555555556,193.65
33,"M",4.37611111111111,193.65
38,"M",4.50333333333333,193.65
38,"M",4.44611111111111,193.666666666667
40,"M",4.43444444444444,193.666666666667
46,"M",4.33222222222222,193.666666666667
55,"M",4.59444444444444,193.683333333333
35,"F",4.47111111111111,193.683333333333
39,"M",4.37333333333333,193.7
49,"M",4.52055555555556,193.7
46,"M",4.53166666666667,193.716666666667
26,"M",4.52722222222222,193.716666666667
34,"F",4.63611111111111,193.716666666667
44,"M",4.55222222222222,193.716666666667
55,"M",4.55388888888889,193.716666666667
23,"M",4.55111111111111,193.716666666667
42,"M",4.53222222222222,193.716666666667
44,"M",4.50944444444444,193.733333333333
39,"M",4.54277777777778,193.733333333333
26,"F",4.55777777777778,193.75
30,"F",4.59388888888889,193.75
48,"M",4.47555555555556,193.75
45,"M",4.51666666666667,193.75
49,"M",4.28388888888889,193.766666666667
55,"M",4.47888888888889,193.766666666667
43,"M",4.38,193.766666666667
28,"F",4.58833333333333,193.766666666667
42,"M",4.49722222222222,193.766666666667
43,"M",4.56722222222222,193.766666666667
48,"M",4.57611111111111,193.766666666667
52,"M",4.58777777777778,193.766666666667
52,"M",4.62055555555556,193.783333333333
26,"F",4.54555555555556,193.783333333333
27,"F",4.29333333333333,193.783333333333
38,"M",4.39055555555556,193.783333333333
47,"M",4.54777777777778,193.8
34,"F",4.47,193.8
44,"M",4.23388888888889,193.8
35,"F",4.53277777777778,193.8
46,"M",4.52888888888889,193.816666666667
49,"M",4.39888888888889,193.816666666667
35,"M",4.61277777777778,193.816666666667
37,"M",4.45222222222222,193.816666666667
39,"M",4.48833333333333,193.816666666667
29,"M",4.57,193.833333333333
57,"M",4.63888888888889,193.833333333333
26,"F",4.61055555555556,193.85
44,"M",4.53777777777778,193.85
33,"F",4.35722222222222,193.85
48,"M",4.62111111111111,193.866666666667
28,"F",4.50388888888889,193.866666666667
29,"M",4.65944444444444,193.883333333333
47,"M",4.32611111111111,193.883333333333
41,"M",4.60055555555556,193.883333333333
32,"M",4.41,193.883333333333
30,"F",4.50611111111111,193.9
37,"F",4.54388888888889,193.916666666667
42,"M",4.48055555555556,193.916666666667
27,"M",4.40166666666667,193.916666666667
43,"M",4.48888888888889,193.916666666667
53,"F",4.54833333333333,193.933333333333
46,"M",4.52222222222222,193.933333333333
51,"M",4.59111111111111,193.933333333333
33,"F",4.58777777777778,193.933333333333
41,"M",4.575,193.933333333333
49,"M",4.68555555555556,193.933333333333
52,"M",4.54333333333333,193.95
35,"F",4.47944444444444,193.95
25,"F",4.40666666666667,193.95
45,"M",4.51777777777778,193.95
24,"M",4.635,193.95
26,"F",4.54611111111111,193.966666666667
51,"F",4.50833333333333,193.966666666667
49,"F",4.55222222222222,193.966666666667
42,"M",4.56833333333333,193.966666666667
39,"M",4.50055555555556,193.966666666667
43,"M",4.47333333333333,193.966666666667
40,"M",4.47722222222222,193.983333333333
56,"M",4.44611111111111,193.983333333333
46,"M",4.50277777777778,193.983333333333
46,"M",4.44722222222222,193.983333333333
31,"F",4.58,194
33,"F",4.48722222222222,194
40,"M",4.59111111111111,194
23,"F",4.34888888888889,194
39,"M",4.38666666666667,194.016666666667
33,"M",4.58444444444444,194.016666666667
20,"M",4.40277777777778,194.016666666667
48,"M",4.56277777777778,194.033333333333
40,"M",4.45833333333333,194.033333333333
32,"M",4.32833333333333,194.033333333333
41,"M",4.56944444444444,194.033333333333
40,"M",4.55777777777778,194.033333333333
45,"M",4.49111111111111,194.033333333333
36,"M",4.57333333333333,194.05
40,"M",4.46388888888889,194.05
35,"F",4.61388888888889,194.05
47,"M",4.53722222222222,194.066666666667
50,"M",4.47111111111111,194.066666666667
37,"M",4.37055555555556,194.083333333333
51,"M",4.49722222222222,194.083333333333
55,"M",4.41666666666667,194.083333333333
35,"M",4.33444444444444,194.083333333333
47,"F",4.665,194.1
42,"M",4.43333333333333,194.1
49,"M",4.545,194.1
41,"M",4.61222222222222,194.1
22,"M",4.36722222222222,194.116666666667
33,"M",4.45611111111111,194.116666666667
44,"M",4.55277777777778,194.116666666667
45,"M",4.56222222222222,194.116666666667
40,"M",4.54555555555556,194.116666666667
22,"F",4.48222222222222,194.133333333333
43,"M",4.49888888888889,194.133333333333
49,"M",4.51,194.133333333333
42,"M",4.60277777777778,194.15
46,"M",4.57222222222222,194.15
45,"M",4.60611111111111,194.15
43,"M",4.385,194.15
50,"M",4.41444444444444,194.15
48,"M",4.55333333333333,194.15
36,"F",4.57166666666667,194.15
37,"M",4.49777777777778,194.166666666667
43,"M",4.51166666666667,194.166666666667
27,"F",4.53333333333333,194.166666666667
28,"F",4.60111111111111,194.166666666667
49,"M",4.51222222222222,194.166666666667
42,"M",4.45722222222222,194.183333333333
32,"M",4.52,194.183333333333
35,"M",4.30666666666667,194.183333333333
43,"F",4.51388888888889,194.183333333333
37,"M",4.46555555555556,194.183333333333
59,"M",4.48777777777778,194.2
37,"F",4.55722222222222,194.2
52,"M",4.67111111111111,194.2
49,"M",4.51888888888889,194.2
23,"M",4.54555555555556,194.2
49,"M",4.565,194.2
40,"F",4.56111111111111,194.2
32,"F",4.53833333333333,194.216666666667
38,"F",4.52777777777778,194.216666666667
42,"M",4.40055555555556,194.216666666667
42,"M",4.425,194.216666666667
42,"M",4.47055555555556,194.216666666667
36,"M",4.58777777777778,194.216666666667
34,"F",4.51888888888889,194.216666666667
40,"M",4.85444444444444,194.216666666667
48,"M",4.535,194.233333333333
34,"M",4.39555555555556,194.233333333333
41,"M",4.50444444444444,194.233333333333
27,"F",4.37833333333333,194.233333333333
46,"M",4.44555555555556,194.233333333333
20,"F",4.55,194.25
43,"M",4.47222222222222,194.25
36,"M",4.46055555555556,194.25
39,"M",4.26277777777778,194.25
41,"M",4.45333333333333,194.266666666667
50,"M",4.48111111111111,194.266666666667
36,"M",4.36333333333333,194.283333333333
24,"F",4.49444444444444,194.283333333333
43,"M",4.49444444444444,194.283333333333
45,"M",4.49833333333333,194.283333333333
28,"M",4.46333333333333,194.283333333333
31,"M",4.49111111111111,194.283333333333
36,"F",4.59722222222222,194.3
53,"M",4.40777777777778,194.3
40,"M",4.32777777777778,194.3
54,"M",4.515,194.316666666667
47,"M",4.55777777777778,194.316666666667
43,"M",4.39611111111111,194.316666666667
22,"M",4.49277777777778,194.316666666667
30,"M",4.64166666666667,194.316666666667
29,"F",4.45166666666667,194.333333333333
47,"M",4.54111111111111,194.333333333333
40,"M",4.43944444444444,194.333333333333
27,"F",4.57444444444444,194.333333333333
34,"M",4.66388888888889,194.333333333333
45,"M",4.62333333333333,194.35
26,"F",4.63333333333333,194.35
32,"F",4.65944444444444,194.35
37,"F",4.68166666666667,194.366666666667
25,"F",4.44,194.366666666667
48,"M",4.46777777777778,194.366666666667
31,"F",4.625,194.383333333333
26,"F",4.63722222222222,194.383333333333
34,"M",4.50444444444444,194.383333333333
54,"M",4.58444444444444,194.383333333333
45,"M",4.63722222222222,194.4
55,"M",4.54111111111111,194.4
47,"M",4.49944444444444,194.4
53,"M",4.55555555555556,194.416666666667
43,"M",4.42333333333333,194.416666666667
28,"M",4.33555555555556,194.416666666667
51,"M",4.40444444444444,194.433333333333
49,"M",4.51055555555556,194.433333333333
52,"M",4.57111111111111,194.433333333333
47,"F",4.51555555555556,194.433333333333
28,"F",4.35555555555556,194.433333333333
38,"M",4.31444444444444,194.45
40,"M",4.56833333333333,194.45
35,"M",4.49166666666667,194.45
50,"M",4.60277777777778,194.466666666667
41,"M",4.35777777777778,194.466666666667
47,"M",4.61777777777778,194.466666666667
27,"F",4.36388888888889,194.466666666667
27,"F",4.63333333333333,194.466666666667
43,"M",4.47888888888889,194.483333333333
54,"M",4.46722222222222,194.483333333333
48,"M",4.57444444444444,194.483333333333
24,"F",4.615,194.483333333333
41,"M",4.54555555555556,194.483333333333
33,"F",4.59722222222222,194.483333333333
43,"M",4.49555555555556,194.5
35,"M",4.43055555555556,194.5
50,"M",4.43722222222222,194.5
46,"M",4.56833333333333,194.5
39,"M",4.59444444444444,194.5
47,"M",4.52333333333333,194.5
45,"M",4.59444444444444,194.5
39,"M",4.55,194.5
38,"F",4.58333333333333,194.5
37,"F",4.53722222222222,194.516666666667
46,"M",4.52277777777778,194.516666666667
47,"M",4.51166666666667,194.516666666667
46,"M",4.53722222222222,194.533333333333
47,"M",4.60388888888889,194.533333333333
28,"M",4.37666666666667,194.533333333333
53,"M",4.58222222222222,194.533333333333
48,"F",4.51166666666667,194.533333333333
42,"M",4.58555555555556,194.55
26,"F",4.56888888888889,194.55
29,"M",4.22777777777778,194.55
28,"M",4.38944444444444,194.55
48,"M",4.40888888888889,194.55
48,"M",4.57833333333333,194.55
46,"F",4.51944444444444,194.566666666667
45,"M",4.54111111111111,194.566666666667
46,"M",4.57666666666667,194.583333333333
34,"F",4.56777777777778,194.583333333333
31,"M",4.32722222222222,194.583333333333
45,"M",4.62833333333333,194.6
57,"M",4.56,194.6
47,"M",4.56833333333333,194.6
45,"M",4.50055555555556,194.6
43,"F",4.41333333333333,194.6
57,"M",4.56777777777778,194.6
28,"F",4.58166666666667,194.616666666667
48,"F",4.53055555555556,194.616666666667
35,"F",4.49,194.616666666667
48,"M",4.52388888888889,194.616666666667
42,"M",4.49222222222222,194.616666666667
53,"M",4.46388888888889,194.616666666667
38,"F",4.57111111111111,194.633333333333
51,"M",4.53444444444444,194.633333333333
37,"M",4.4,194.633333333333
30,"F",4.67388888888889,194.633333333333
29,"F",4.41777777777778,194.633333333333
39,"M",4.475,194.65
35,"F",4.56055555555556,194.65
53,"M",4.55222222222222,194.65
28,"F",4.58555555555556,194.65
46,"M",4.55111111111111,194.666666666667
62,"M",4.57,194.666666666667
55,"F",4.5,194.666666666667
48,"M",4.41,194.666666666667
25,"F",4.62333333333333,194.666666666667
25,"F",4.48777777777778,194.666666666667
26,"F",4.53611111111111,194.683333333333
35,"M",4.49333333333333,194.683333333333
44,"M",4.49944444444444,194.7
42,"F",4.55888888888889,194.716666666667
54,"M",4.52166666666667,194.716666666667
46,"M",4.54166666666667,194.716666666667
40,"M",4.58944444444444,194.716666666667
55,"M",4.47666666666667,194.716666666667
27,"M",4.52111111111111,194.716666666667
40,"M",4.31166666666667,194.733333333333
40,"M",4.43722222222222,194.733333333333
25,"M",4.26,194.733333333333
47,"M",4.54666666666667,194.733333333333
33,"F",4.42888888888889,194.733333333333
35,"F",4.51222222222222,194.75
45,"M",4.39611111111111,194.75
40,"F",4.50888888888889,194.75
48,"M",4.63888888888889,194.75
49,"M",4.54833333333333,194.75
43,"M",4.43722222222222,194.766666666667
51,"M",4.41,194.766666666667
22,"F",4.59444444444444,194.766666666667
45,"M",4.62944444444444,194.766666666667
38,"M",4.49277777777778,194.783333333333
50,"M",4.62444444444444,194.783333333333
47,"M",4.62833333333333,194.783333333333
43,"M",4.46055555555556,194.783333333333
33,"F",4.48333333333333,194.783333333333
29,"M",4.46444444444444,194.783333333333
38,"M",4.44388888888889,194.783333333333
49,"M",4.57777777777778,194.8
47,"M",4.53777777777778,194.8
49,"M",4.58166666666667,194.8
48,"M",4.59444444444444,194.816666666667
44,"M",4.50166666666667,194.833333333333
48,"M",4.50777777777778,194.833333333333
47,"M",4.59444444444444,194.833333333333
48,"M",4.56,194.833333333333
23,"F",4.52944444444444,194.833333333333
46,"M",4.60222222222222,194.85
47,"M",4.46611111111111,194.85
46,"M",4.53666666666667,194.85
28,"M",4.51888888888889,194.85
29,"M",4.51944444444444,194.866666666667
48,"M",4.52222222222222,194.866666666667
42,"F",4.73333333333333,194.866666666667
50,"M",4.54722222222222,194.866666666667
41,"M",4.61888888888889,194.883333333333
44,"M",4.58,194.9
44,"M",4.5,194.9
55,"M",4.57611111111111,194.916666666667
49,"M",4.45722222222222,194.916666666667
42,"M",4.57722222222222,194.916666666667
39,"M",4.45777777777778,194.916666666667
32,"F",4.55944444444444,194.95
37,"F",4.64,194.95
35,"F",4.59055555555556,194.95
45,"F",4.56055555555556,194.95
43,"M",4.60055555555556,194.95
23,"F",4.57277777777778,194.966666666667
30,"F",4.57388888888889,194.966666666667
29,"F",4.60444444444444,194.966666666667
42,"M",4.575,194.966666666667
39,"M",4.52388888888889,194.966666666667
49,"M",4.65666666666667,194.966666666667
25,"M",4.45444444444444,194.983333333333
35,"M",4.43888888888889,194.983333333333
44,"M",4.545,195
42,"M",4.59611111111111,195
25,"F",4.56388888888889,195
52,"M",4.60611111111111,195
40,"F",4.59611111111111,195.016666666667
36,"F",4.51944444444444,195.033333333333
27,"F",4.66388888888889,195.033333333333
38,"M",4.42833333333333,195.033333333333
37,"M",4.40888888888889,195.033333333333
50,"M",4.55777777777778,195.033333333333
50,"M",4.515,195.033333333333
32,"F",4.545,195.033333333333
49,"M",4.53222222222222,195.033333333333
50,"M",4.54222222222222,195.05
32,"F",4.50444444444444,195.066666666667
45,"M",4.57166666666667,195.066666666667
30,"F",4.55722222222222,195.066666666667
50,"M",4.57222222222222,195.066666666667
30,"F",4.59277777777778,195.066666666667
49,"M",4.63444444444444,195.066666666667
42,"M",4.39111111111111,195.066666666667
33,"M",4.42333333333333,195.066666666667
31,"F",4.58722222222222,195.083333333333
46,"M",4.53611111111111,195.083333333333
43,"M",4.56666666666667,195.083333333333
48,"M",4.49277777777778,195.083333333333
21,"M",4.26555555555556,195.083333333333
46,"M",4.42833333333333,195.1
49,"M",4.56611111111111,195.1
26,"M",4.26444444444444,195.1
27,"M",4.50277777777778,195.1
50,"M",4.53666666666667,195.116666666667
27,"F",4.51444444444444,195.116666666667
38,"M",4.50388888888889,195.116666666667
41,"M",4.61444444444444,195.133333333333
47,"F",4.52111111111111,195.133333333333
27,"F",4.60666666666667,195.133333333333
45,"M",4.48444444444444,195.15
50,"M",4.53888888888889,195.166666666667
49,"M",4.71611111111111,195.166666666667
39,"F",4.53944444444444,195.166666666667
29,"F",4.50666666666667,195.166666666667
47,"M",4.64277777777778,195.183333333333
32,"M",3.95388888888889,195.183333333333
48,"M",4.59111111111111,195.183333333333
43,"M",4.60277777777778,195.183333333333
33,"F",4.57611111111111,195.2
49,"M",4.56944444444444,195.216666666667
51,"M",4.47166666666667,195.216666666667
50,"M",4.51722222222222,195.216666666667
43,"F",4.56444444444444,195.233333333333
49,"M",4.48277777777778,195.233333333333
35,"F",4.55777777777778,195.233333333333
44,"M",4.33,195.233333333333
45,"M",4.64944444444444,195.25
23,"M",4.52888888888889,195.25
42,"M",4.50555555555556,195.25
33,"F",4.57833333333333,195.25
50,"M",4.48277777777778,195.25
40,"M",4.34166666666667,195.25
32,"M",4.35611111111111,195.266666666667
25,"F",4.57388888888889,195.266666666667
47,"M",4.62722222222222,195.266666666667
41,"M",4.44444444444444,195.283333333333
56,"M",4.53722222222222,195.283333333333
55,"M",4.57,195.283333333333
42,"M",4.54166666666667,195.3
35,"F",4.655,195.3
52,"M",4.57333333333333,195.316666666667
48,"F",4.34888888888889,195.316666666667
35,"M",4.51888888888889,195.333333333333
49,"M",4.60055555555556,195.333333333333
42,"M",4.52222222222222,195.333333333333
37,"M",4.55611111111111,195.333333333333
60,"M",4.45944444444444,195.333333333333
41,"M",4.50944444444444,195.333333333333
30,"F",4.59666666666667,195.35
23,"M",4.20666666666667,195.35
33,"M",4.36055555555556,195.35
35,"F",4.58166666666667,195.366666666667
25,"F",4.65,195.366666666667
33,"F",4.37611111111111,195.366666666667
49,"M",4.55944444444444,195.366666666667
26,"F",4.52888888888889,195.383333333333
45,"M",4.54222222222222,195.383333333333
37,"M",4.46777777777778,195.383333333333
47,"M",4.60833333333333,195.383333333333
40,"M",4.515,195.383333333333
25,"F",4.65388888888889,195.383333333333
52,"M",4.53,195.383333333333
47,"M",4.60222222222222,195.383333333333
36,"M",4.40833333333333,195.383333333333
28,"F",4.70111111111111,195.383333333333
45,"M",4.3,195.4
46,"M",4.53388888888889,195.416666666667
47,"M",4.53388888888889,195.416666666667
48,"M",4.58166666666667,195.433333333333
46,"M",4.56166666666667,195.433333333333
32,"F",4.66388888888889,195.45
43,"F",4.56166666666667,195.45
56,"M",4.60888888888889,195.466666666667
49,"M",4.60722222222222,195.466666666667
51,"M",4.42444444444444,195.466666666667
46,"M",4.53611111111111,195.466666666667
39,"M",4.53555555555556,195.483333333333
41,"M",4.58,195.483333333333
23,"F",4.615,195.483333333333
41,"M",4.37944444444444,195.483333333333
40,"M",4.62666666666667,195.483333333333
40,"M",4.61444444444444,195.5
41,"M",4.59833333333333,195.5
35,"F",4.56666666666667,195.5
44,"M",4.48222222222222,195.533333333333
45,"M",4.49388888888889,195.533333333333
28,"F",4.62,195.55
38,"M",4.59277777777778,195.566666666667
46,"M",4.56888888888889,195.566666666667
31,"M",4.51888888888889,195.566666666667
38,"F",4.57666666666667,195.583333333333
43,"F",4.57666666666667,195.583333333333
42,"M",4.58777777777778,195.583333333333
26,"F",4.68722222222222,195.583333333333
43,"M",4.44944444444444,195.583333333333
39,"M",4.59555555555556,195.6
46,"M",4.515,195.6
35,"F",4.51055555555556,195.6
46,"M",4.49166666666667,195.6
52,"M",4.475,195.616666666667
26,"F",4.62111111111111,195.616666666667
36,"M",4.32777777777778,195.633333333333
45,"M",4.64944444444444,195.65
44,"M",4.40944444444444,195.65
45,"M",4.58944444444444,195.65
33,"M",4.50777777777778,195.666666666667
35,"M",4.50777777777778,195.666666666667
45,"M",4.665,195.666666666667
48,"M",4.31555555555556,195.683333333333
27,"M",4.50055555555556,195.7
46,"M",4.52,195.7
25,"F",4.53555555555556,195.7
39,"M",4.70666666666667,195.7
46,"M",4.57166666666667,195.716666666667
21,"F",4.64055555555556,195.716666666667
35,"M",4.42944444444444,195.716666666667
53,"M",4.525,195.733333333333
47,"M",4.54833333333333,195.733333333333
48,"M",4.44666666666667,195.733333333333
53,"M",4.56611111111111,195.75
27,"M",4.455,195.75
41,"M",4.605,195.75
38,"M",4.605,195.75
50,"M",4.44722222222222,195.766666666667
28,"F",4.62055555555556,195.766666666667
38,"M",4.40166666666667,195.783333333333
43,"F",4.54611111111111,195.783333333333
29,"F",4.71833333333333,195.783333333333
51,"M",4.55388888888889,195.783333333333
28,"F",4.56833333333333,195.783333333333
35,"F",4.65055555555556,195.783333333333
51,"M",4.55833333333333,195.783333333333
50,"M",4.53333333333333,195.8
25,"F",4.73222222222222,195.8
37,"F",4.635,195.8
24,"F",4.59722222222222,195.8
34,"F",4.55444444444444,195.8
19,"M",4.27611111111111,195.8
31,"F",4.66777777777778,195.816666666667
47,"M",4.49777777777778,195.816666666667
47,"M",4.51222222222222,195.816666666667
27,"F",4.53333333333333,195.816666666667
41,"M",4.54333333333333,195.816666666667
23,"F",4.50555555555556,195.816666666667
19,"F",4.66777777777778,195.816666666667
47,"M",4.30888888888889,195.816666666667
32,"F",4.64611111111111,195.833333333333
47,"M",4.56277777777778,195.833333333333
47,"M",4.605,195.85
28,"F",4.70277777777778,195.85
41,"M",4.52111111111111,195.85
51,"M",4.53166666666667,195.85
46,"M",4.43111111111111,195.85
37,"F",4.46166666666667,195.85
52,"M",4.66944444444445,195.85
43,"M",4.57777777777778,195.866666666667
41,"M",4.62555555555556,195.866666666667
45,"M",4.43055555555556,195.866666666667
47,"M",4.54611111111111,195.883333333333
46,"M",4.52222222222222,195.883333333333
28,"F",4.60222222222222,195.9
45,"M",4.63722222222222,195.9
50,"M",4.48333333333333,195.9
38,"F",4.64722222222222,195.9
47,"M",4.68666666666667,195.916666666667
47,"M",4.36666666666667,195.916666666667
42,"M",4.34222222222222,195.933333333333
24,"F",4.58166666666667,195.933333333333
45,"M",4.54444444444445,195.933333333333
40,"M",4.60888888888889,195.933333333333
50,"M",4.57444444444444,195.95
47,"M",4.40555555555556,195.95
46,"M",4.62444444444444,195.95
45,"M",4.51166666666667,195.95
30,"F",4.64222222222222,195.966666666667
48,"M",4.57444444444444,195.983333333333
24,"F",4.57277777777778,196
37,"M",4.26611111111111,196
48,"M",4.53944444444444,196
35,"M",4.23166666666667,196
47,"M",4.42222222222222,196
50,"M",4.63944444444444,196
33,"M",4.39277777777778,196
36,"F",4.595,196
39,"M",4.545,196.016666666667
25,"M",4.23166666666667,196.016666666667
26,"F",4.66166666666667,196.016666666667
56,"M",4.49611111111111,196.033333333333
32,"F",4.54222222222222,196.033333333333
46,"M",4.57666666666667,196.033333333333
51,"M",4.55944444444444,196.033333333333
46,"M",4.58111111111111,196.05
52,"M",4.60166666666667,196.05
33,"M",4.56388888888889,196.05
24,"M",4.36722222222222,196.05
46,"M",4.37555555555556,196.05
22,"F",4.695,196.066666666667
44,"M",4.48222222222222,196.066666666667
44,"M",4.54611111111111,196.066666666667
44,"M",4.65388888888889,196.066666666667
50,"M",4.39833333333333,196.083333333333
45,"M",4.31166666666667,196.083333333333
21,"F",4.66333333333333,196.083333333333
51,"M",4.46833333333333,196.083333333333
50,"M",4.63777777777778,196.083333333333
47,"M",4.625,196.1
32,"F",4.62333333333333,196.1
26,"M",4.34833333333333,196.1
37,"F",4.62777777777778,196.116666666667
26,"F",4.50111111111111,196.116666666667
31,"F",4.67166666666667,196.133333333333
35,"M",4.47222222222222,196.133333333333
33,"M",4.32888888888889,196.133333333333
54,"M",4.57055555555556,196.133333333333
27,"F",4.64666666666667,196.15
27,"M",4.41777777777778,196.15
44,"M",4.53611111111111,196.15
35,"M",4.55611111111111,196.15
54,"M",4.69722222222222,196.166666666667
41,"F",4.68555555555556,196.166666666667
34,"M",4.45777777777778,196.166666666667
43,"F",4.53722222222222,196.166666666667
38,"F",4.63611111111111,196.183333333333
21,"M",4.28333333333333,196.183333333333
52,"M",4.55,196.183333333333
35,"F",4.40277777777778,196.183333333333
36,"M",4.40277777777778,196.183333333333
45,"M",4.50388888888889,196.183333333333
53,"M",4.58444444444444,196.2
50,"M",4.49722222222222,196.216666666667
30,"F",4.59,196.233333333333
29,"M",4.31888888888889,196.233333333333
43,"M",4.68611111111111,196.233333333333
28,"F",4.57277777777778,196.233333333333
45,"M",4.56277777777778,196.25
41,"M",4.57833333333333,196.25
48,"M",4.72944444444444,196.25
23,"M",4.48,196.266666666667
29,"F",4.58555555555556,196.266666666667
25,"F",4.55388888888889,196.266666666667
54,"M",4.49666666666667,196.283333333333
47,"M",4.665,196.283333333333
28,"F",4.62666666666667,196.283333333333
46,"M",4.395,196.3
23,"F",4.64888888888889,196.3
49,"M",4.58388888888889,196.3
49,"M",4.66222222222222,196.316666666667
34,"M",4.57222222222222,196.316666666667
60,"F",4.59722222222222,196.316666666667
30,"M",4.35333333333333,196.316666666667
60,"M",4.58444444444444,196.316666666667
37,"M",4.58722222222222,196.333333333333
49,"M",4.255,196.333333333333
31,"F",4.57611111111111,196.35
46,"M",4.50444444444444,196.35
26,"M",4.34388888888889,196.35
44,"M",4.58722222222222,196.35
23,"F",4.60944444444444,196.35
48,"M",4.68277777777778,196.35
37,"F",4.58,196.366666666667
49,"M",4.58277777777778,196.366666666667
46,"M",4.37222222222222,196.366666666667
46,"M",4.55555555555556,196.383333333333
40,"M",4.49722222222222,196.383333333333
40,"M",4.58444444444444,196.383333333333
35,"M",4.525,196.383333333333
25,"F",4.60888888888889,196.383333333333
49,"M",4.54222222222222,196.4
24,"F",4.44166666666667,196.4
35,"M",4.45444444444444,196.4
37,"M",4.55555555555556,196.4
44,"F",4.60277777777778,196.416666666667
32,"M",4.41888888888889,196.416666666667
51,"M",4.57222222222222,196.416666666667
37,"F",4.71444444444444,196.416666666667
26,"F",4.43611111111111,196.416666666667
44,"M",4.61888888888889,196.433333333333
49,"M",4.59166666666667,196.433333333333
29,"F",4.59277777777778,196.433333333333
32,"M",4.56166666666667,196.45
40,"M",4.58333333333333,196.45
45,"M",4.61611111111111,196.45
35,"M",4.56666666666667,196.45
45,"M",4.61666666666667,196.466666666667
45,"M",4.51944444444444,196.466666666667
25,"F",4.61777777777778,196.466666666667
38,"M",4.54333333333333,196.466666666667
47,"M",4.42666666666667,196.466666666667
25,"F",4.69222222222222,196.466666666667
46,"M",4.585,196.483333333333
30,"M",4.41944444444445,196.483333333333
44,"M",4.43333333333333,196.483333333333
36,"M",4.475,196.483333333333
37,"M",4.53555555555556,196.483333333333
28,"F",4.56166666666667,196.483333333333
49,"M",4.62444444444444,196.5
48,"M",4.34555555555556,196.5
28,"M",4.40555555555556,196.5
37,"M",4.31944444444444,196.516666666667
45,"M",4.55055555555556,196.516666666667
41,"M",4.52111111111111,196.516666666667
53,"M",4.53666666666667,196.55
26,"F",4.58611111111111,196.55
51,"M",4.56166666666667,196.55
60,"M",4.55666666666667,196.55
42,"M",4.64555555555556,196.566666666667
44,"F",4.66833333333333,196.566666666667
46,"M",4.61277777777778,196.566666666667
42,"M",4.53611111111111,196.566666666667
37,"M",4.39388888888889,196.583333333333
46,"M",4.61166666666667,196.583333333333
50,"M",4.69833333333333,196.583333333333
26,"F",4.58388888888889,196.583333333333
39,"F",4.67111111111111,196.583333333333
39,"M",4.53777777777778,196.583333333333
37,"M",4.58555555555556,196.6
40,"M",4.36333333333333,196.6
40,"M",4.54888888888889,196.616666666667
30,"F",4.59444444444444,196.616666666667
53,"M",4.49055555555556,196.616666666667
48,"M",4.59333333333333,196.633333333333
47,"M",4.38611111111111,196.65
43,"M",4.52277777777778,196.65
25,"F",4.685,196.65
21,"M",4.32333333333333,196.65
38,"M",4.58944444444444,196.65
31,"F",4.62222222222222,196.65
57,"M",4.60888888888889,196.666666666667
40,"M",4.66222222222222,196.666666666667
37,"F",4.63555555555556,196.666666666667
21,"F",4.64666666666667,196.666666666667
42,"M",4.67722222222222,196.683333333333
35,"M",4.53777777777778,196.683333333333
46,"M",4.35555555555556,196.7
47,"M",4.62055555555556,196.7
22,"F",4.61611111111111,196.7
29,"F",4.60166666666667,196.7
27,"F",4.62,196.7
40,"F",4.57222222222222,196.716666666667
52,"M",4.35722222222222,196.733333333333
28,"F",4.53833333333333,196.733333333333
36,"M",4.455,196.733333333333
35,"M",4.57277777777778,196.75
52,"M",4.53666666666667,196.766666666667
55,"M",4.45944444444444,196.766666666667
62,"M",4.55111111111111,196.766666666667
28,"F",4.62222222222222,196.766666666667
35,"M",4.69555555555556,196.766666666667
60,"M",4.64722222222222,196.766666666667
41,"M",4.70055555555556,196.783333333333
40,"M",4.59277777777778,196.783333333333
44,"M",4.61888888888889,196.783333333333
47,"M",4.55611111111111,196.783333333333
38,"M",4.55333333333333,196.8
36,"F",4.53333333333333,196.8
55,"M",4.69777777777778,196.8
51,"M",4.61722222222222,196.8
49,"M",4.62666666666667,196.8
45,"M",4.61666666666667,196.8
52,"M",4.535,196.8
35,"F",4.48166666666667,196.816666666667
39,"F",4.61333333333333,196.816666666667
45,"F",4.56,196.816666666667
46,"M",4.53666666666667,196.816666666667
40,"F",4.57444444444444,196.816666666667
38,"M",4.48666666666667,196.833333333333
45,"M",4.62277777777778,196.833333333333
